,filename,fold,target,category,esc10,src_file,take
118,2-188822-B-40.wav,2,40,helicopter,True,188822,B
119,2-188822-C-40.wav,2,40,helicopter,True,188822,C
120,2-188822-D-40.wav,2,40,helicopter,True,188822,D
121,2-28314-A-12.wav,2,12,crackling_fire,True,28314,A
122,2-28314-B-12.wav,2,12,crackling_fire,True,28314,B
123,2-30322-A-12.wav,2,12,crackling_fire,True,30322,A
124,2-30322-B-12.wav,2,12,crackling_fire,True,30322,B
125,2-37806-A-40.wav,2,40,helicopter,True,37806,A
126,2-37806-B-40.wav,2,40,helicopter,True,37806,B
127,2-37806-C-40.wav,2,40,helicopter,True,37806,C
128,2-37806-D-40.wav,2,40,helicopter,True,37806,D
129,2-50665-A-20.wav,2,20,crying_baby,True,50665,A
130,2-50666-A-20.wav,2,20,crying_baby,True,50666,A
131,2-50667-A-41.wav,2,41,chainsaw,True,50667,A
132,2-50667-B-41.wav,2,41,chainsaw,True,50667,B
133,2-50668-A-41.wav,2,41,chainsaw,True,50668,A
134,2-50668-B-41.wav,2,41,chainsaw,True,50668,B
135,2-61311-A-12.wav,2,12,crackling_fire,True,61311,A
136,2-65747-A-12.wav,2,12,crackling_fire,True,65747,A
137,2-65750-A-1.wav,2,1,rooster,True,65750,A
138,2-66637-A-20.wav,2,20,crying_baby,True,66637,A
139,2-66637-B-20.wav,2,20,crying_baby,True,66637,B
140,2-68391-A-41.wav,2,41,chainsaw,True,68391,A
141,2-68391-B-41.wav,2,41,chainsaw,True,68391,B
142,2-71162-A-1.wav,2,1,rooster,True,71162,A
143,2-72970-A-10.wav,2,10,rain,True,72970,A
144,2-73027-A-10.wav,2,10,rain,True,73027,A
145,2-73260-A-10.wav,2,10,rain,True,73260,A
146,2-77945-A-41.wav,2,41,chainsaw,True,77945,A
147,2-77945-B-41.wav,2,41,chainsaw,True,77945,B
148,2-80482-A-20.wav,2,20,crying_baby,True,80482,A
149,2-81270-A-1.wav,2,1,rooster,True,81270,A
150,2-81731-A-10.wav,2,10,rain,True,81731,A
151,2-82367-A-10.wav,2,10,rain,True,82367,A
152,2-82538-A-21.wav,2,21,sneezing,True,82538,A
153,2-87781-A-10.wav,2,10,rain,True,87781,A
154,2-88724-A-38.wav,2,38,clock_tick,True,88724,A
155,2-93030-A-21.wav,2,21,sneezing,True,93030,A
156,2-95035-A-1.wav,2,1,rooster,True,95035,A
157,2-95258-A-1.wav,2,1,rooster,True,95258,A
158,2-95258-B-1.wav,2,1,rooster,True,95258,B
159,2-96460-A-1.wav,2,1,rooster,True,96460,A
160,3-104632-A-12.wav,3,12,crackling_fire,True,104632,A
161,3-104958-A-12.wav,3,12,crackling_fire,True,104958,A
162,3-107219-A-1.wav,3,1,rooster,True,107219,A
163,3-116135-A-1.wav,3,1,rooster,True,116135,A
164,3-118656-A-41.wav,3,41,chainsaw,True,118656,A
165,3-118657-A-41.wav,3,41,chainsaw,True,118657,A
166,3-118657-B-41.wav,3,41,chainsaw,True,118657,B
167,3-118658-A-41.wav,3,41,chainsaw,True,118658,A
168,3-118658-B-41.wav,3,41,chainsaw,True,118658,B
169,3-118972-A-41.wav,3,41,chainsaw,True,118972,A
170,3-118972-B-41.wav,3,41,chainsaw,True,118972,B
171,3-120644-A-12.wav,3,12,crackling_fire,True,120644,A
172,3-132852-A-10.wav,3,10,rain,True,132852,A
173,3-134049-A-1.wav,3,1,rooster,True,134049,A
174,3-136288-A-0.wav,3,0,dog,True,136288,A
175,3-137152-A-1.wav,3,1,rooster,True,137152,A
176,3-140774-A-10.wav,3,10,rain,True,140774,A
177,3-141684-A-21.wav,3,21,sneezing,True,141684,A
178,3-142005-A-10.wav,3,10,rain,True,142005,A
179,3-142006-A-10.wav,3,10,rain,True,142006,A
180,3-142593-A-38.wav,3,38,clock_tick,True,142593,A
181,3-142601-A-21.wav,3,21,sneezing,True,142601,A
182,3-142605-A-21.wav,3,21,sneezing,True,142605,A
183,3-143119-A-21.wav,3,21,sneezing,True,143119,A
184,3-143929-A-10.wav,3,10,rain,True,143929,A
185,3-143933-A-38.wav,3,38,clock_tick,True,143933,A
186,3-144028-A-0.wav,3,0,dog,True,144028,A
187,3-144692-A-21.wav,3,21,sneezing,True,144692,A
188,3-144827-A-11.wav,3,11,sea_waves,True,144827,A
189,3-144827-B-11.wav,3,11,sea_waves,True,144827,B
190,3-145382-A-1.wav,3,1,rooster,True,145382,A
191,3-145774-A-12.wav,3,12,crackling_fire,True,145774,A
192,3-147965-A-12.wav,3,12,crackling_fire,True,147965,A
193,3-148330-A-21.wav,3,21,sneezing,True,148330,A
194,3-149189-A-1.wav,3,1,rooster,True,149189,A
195,3-150231-A-21.wav,3,21,sneezing,True,150231,A
196,3-150363-A-38.wav,3,38,clock_tick,True,150363,A
197,3-150979-A-40.wav,3,40,helicopter,True,150979,A
198,3-150979-B-40.wav,3,40,helicopter,True,150979,B
199,3-150979-C-40.wav,3,40,helicopter,True,150979,C
200,3-151080-A-20.wav,3,20,crying_baby,True,151080,A
201,3-151081-A-20.wav,3,20,crying_baby,True,151081,A
202,3-151081-B-20.wav,3,20,crying_baby,True,151081,B
203,3-152007-A-20.wav,3,20,crying_baby,True,152007,A
204,3-152007-B-20.wav,3,20,crying_baby,True,152007,B
205,3-152007-C-20.wav,3,20,crying_baby,True,152007,C
206,3-152007-D-20.wav,3,20,crying_baby,True,152007,D
207,3-152007-E-20.wav,3,20,crying_baby,True,152007,E
208,3-154926-A-40.wav,3,40,helicopter,True,154926,A
209,3-154926-B-40.wav,3,40,helicopter,True,154926,B
210,3-154957-A-1.wav,3,1,rooster,True,154957,A
211,3-155312-A-0.wav,3,0,dog,True,155312,A
212,3-155642-A-11.wav,3,11,sea_waves,True,155642,A
213,3-155642-B-11.wav,3,11,sea_waves,True,155642,B
214,3-156558-A-21.wav,3,21,sneezing,True,156558,A
215,3-157149-A-10.wav,3,10,rain,True,157149,A
216,3-157187-A-12.wav,3,12,crackling_fire,True,157187,A
217,3-157487-A-10.wav,3,10,rain,True,157487,A
218,3-157615-A-10.wav,3,10,rain,True,157615,A
219,3-157695-A-0.wav,3,0,dog,True,157695,A
220,3-158476-A-12.wav,3,12,crackling_fire,True,158476,A
221,3-163288-A-1.wav,3,1,rooster,True,163288,A
222,3-163459-A-0.wav,3,0,dog,True,163459,A
223,3-164120-A-11.wav,3,11,sea_waves,True,164120,A
224,3-164630-A-11.wav,3,11,sea_waves,True,164630,A
225,3-164688-A-38.wav,3,38,clock_tick,True,164688,A
226,3-165856-A-41.wav,3,41,chainsaw,True,165856,A
227,3-166422-A-11.wav,3,11,sea_waves,True,166422,A
228,3-170015-A-0.wav,3,0,dog,True,170015,A
229,3-170377-A-38.wav,3,38,clock_tick,True,170377,A
230,3-170383-A-38.wav,3,38,clock_tick,True,170383,A
231,3-171012-A-38.wav,3,38,clock_tick,True,171012,A
232,3-171041-A-38.wav,3,38,clock_tick,True,171041,A
233,3-180256-A-0.wav,3,0,dog,True,180256,A
234,3-180977-A-0.wav,3,0,dog,True,180977,A
235,3-187710-A-11.wav,3,11,sea_waves,True,187710,A
236,3-65748-A-12.wav,3,12,crackling_fire,True,65748,A
237,3-68630-A-40.wav,3,40,helicopter,True,68630,A
238,3-68630-B-40.wav,3,40,helicopter,True,68630,B
239,3-68630-C-40.wav,3,40,helicopter,True,68630,C
240,4-125929-A-40.wav,4,40,helicopter,True,125929,A
241,4-149294-A-41.wav,4,41,chainsaw,True,149294,A
242,4-149294-B-41.wav,4,41,chainsaw,True,149294,B
243,4-156843-A-21.wav,4,21,sneezing,True,156843,A
244,4-156844-A-21.wav,4,21,sneezing,True,156844,A
245,4-157297-A-21.wav,4,21,sneezing,True,157297,A
246,4-157611-A-41.wav,4,41,chainsaw,True,157611,A
247,4-157611-B-41.wav,4,41,chainsaw,True,157611,B
248,4-160999-A-10.wav,4,10,rain,True,160999,A
249,4-161127-A-10.wav,4,10,rain,True,161127,A
250,4-161579-A-40.wav,4,40,helicopter,True,161579,A
251,4-161579-B-40.wav,4,40,helicopter,True,161579,B
252,4-163264-A-10.wav,4,10,rain,True,163264,A
253,4-164021-A-1.wav,4,1,rooster,True,164021,A
254,4-164064-A-1.wav,4,1,rooster,True,164064,A
255,4-164064-B-1.wav,4,1,rooster,True,164064,B
256,4-164064-C-1.wav,4,1,rooster,True,164064,C
257,4-164206-A-10.wav,4,10,rain,True,164206,A
258,4-164661-A-12.wav,4,12,crackling_fire,True,164661,A
259,4-164661-B-12.wav,4,12,crackling_fire,True,164661,B
260,4-164859-A-1.wav,4,1,rooster,True,164859,A
261,4-165823-A-41.wav,4,41,chainsaw,True,165823,A
262,4-165823-B-41.wav,4,41,chainsaw,True,165823,B
263,4-166661-A-10.wav,4,10,rain,True,166661,A
264,4-167063-A-11.wav,4,11,sea_waves,True,167063,A
265,4-167063-B-11.wav,4,11,sea_waves,True,167063,B
266,4-167063-C-11.wav,4,11,sea_waves,True,167063,C
267,4-167077-A-20.wav,4,20,crying_baby,True,167077,A
268,4-167077-B-20.wav,4,20,crying_baby,True,167077,B
269,4-167077-C-20.wav,4,20,crying_baby,True,167077,C
270,4-167642-A-21.wav,4,21,sneezing,True,167642,A
271,4-169127-A-41.wav,4,41,chainsaw,True,169127,A
272,4-169127-B-41.wav,4,41,chainsaw,True,169127,B
273,4-170078-A-1.wav,4,1,rooster,True,170078,A
274,4-170247-A-12.wav,4,12,crackling_fire,True,170247,A
275,4-170247-B-12.wav,4,12,crackling_fire,True,170247,B
276,4-171207-A-12.wav,4,12,crackling_fire,True,171207,A
277,4-171519-A-21.wav,4,21,sneezing,True,171519,A
278,4-175000-A-40.wav,4,40,helicopter,True,175000,A
279,4-175000-B-40.wav,4,40,helicopter,True,175000,B
280,4-175000-C-40.wav,4,40,helicopter,True,175000,C
281,4-175945-A-38.wav,4,38,clock_tick,True,175945,A
282,4-177250-A-10.wav,4,10,rain,True,177250,A
283,4-179984-A-38.wav,4,38,clock_tick,True,179984,A
284,4-180380-A-10.wav,4,10,rain,True,180380,A
285,4-181035-A-38.wav,4,38,clock_tick,True,181035,A
286,4-181286-A-10.wav,4,10,rain,True,181286,A
287,4-181563-A-12.wav,4,12,crackling_fire,True,181563,A
288,4-181865-A-38.wav,4,38,clock_tick,True,181865,A
289,4-182368-A-12.wav,4,12,crackling_fire,True,182368,A
290,4-182369-A-12.wav,4,12,crackling_fire,True,182369,A
291,4-182395-A-0.wav,4,0,dog,True,182395,A
292,4-182613-A-11.wav,4,11,sea_waves,True,182613,A
293,4-182613-B-11.wav,4,11,sea_waves,True,182613,B
294,4-183487-A-1.wav,4,1,rooster,True,183487,A
295,4-183992-A-0.wav,4,0,dog,True,183992,A
296,4-184434-A-21.wav,4,21,sneezing,True,184434,A
297,4-184575-A-0.wav,4,0,dog,True,184575,A
298,4-185415-A-21.wav,4,21,sneezing,True,185415,A
299,4-185575-A-20.wav,4,20,crying_baby,True,185575,A
300,4-185575-B-20.wav,4,20,crying_baby,True,185575,B
301,4-185575-C-20.wav,4,20,crying_baby,True,185575,C
302,4-185619-A-21.wav,4,21,sneezing,True,185619,A
303,4-188033-A-38.wav,4,38,clock_tick,True,188033,A
304,4-191327-A-38.wav,4,38,clock_tick,True,191327,A
305,4-191687-A-0.wav,4,0,dog,True,191687,A
306,4-192236-A-0.wav,4,0,dog,True,192236,A
307,4-193480-A-40.wav,4,40,helicopter,True,193480,A
308,4-193480-B-40.wav,4,40,helicopter,True,193480,B
309,4-194711-A-38.wav,4,38,clock_tick,True,194711,A
310,4-194754-A-0.wav,4,0,dog,True,194754,A
311,4-195497-A-11.wav,4,11,sea_waves,True,195497,A
312,4-195497-B-11.wav,4,11,sea_waves,True,195497,B
313,4-198965-A-38.wav,4,38,clock_tick,True,198965,A
314,4-199261-A-0.wav,4,0,dog,True,199261,A
315,4-204618-A-11.wav,4,11,sea_waves,True,204618,A
316,4-207124-A-0.wav,4,0,dog,True,207124,A
317,4-208021-A-1.wav,4,1,rooster,True,208021,A
318,4-59579-A-20.wav,4,20,crying_baby,True,59579,A
319,4-59579-B-20.wav,4,20,crying_baby,True,59579,B
320,5-151085-A-20.wav,5,20,crying_baby,True,151085,A
321,5-170338-A-41.wav,5,41,chainsaw,True,170338,A
322,5-170338-B-41.wav,5,41,chainsaw,True,170338,B
323,5-171653-A-41.wav,5,41,chainsaw,True,171653,A
324,5-177957-A-40.wav,5,40,helicopter,True,177957,A
325,5-177957-B-40.wav,5,40,helicopter,True,177957,B
326,5-177957-C-40.wav,5,40,helicopter,True,177957,C
327,5-177957-D-40.wav,5,40,helicopter,True,177957,D
328,5-177957-E-40.wav,5,40,helicopter,True,177957,E
329,5-181766-A-10.wav,5,10,rain,True,181766,A
330,5-185579-A-41.wav,5,41,chainsaw,True,185579,A
331,5-185579-B-41.wav,5,41,chainsaw,True,185579,B
332,5-186924-A-12.wav,5,12,crackling_fire,True,186924,A
333,5-187979-A-21.wav,5,21,sneezing,True,187979,A
334,5-188655-A-10.wav,5,10,rain,True,188655,A
335,5-189212-A-12.wav,5,12,crackling_fire,True,189212,A
336,5-189237-A-12.wav,5,12,crackling_fire,True,189237,A
337,5-191131-A-40.wav,5,40,helicopter,True,191131,A
338,5-193339-A-10.wav,5,10,rain,True,193339,A
339,5-193473-A-12.wav,5,12,crackling_fire,True,193473,A
340,5-193473-B-12.wav,5,12,crackling_fire,True,193473,B
341,5-194533-A-21.wav,5,21,sneezing,True,194533,A
342,5-194892-A-10.wav,5,10,rain,True,194892,A
343,5-194930-A-1.wav,5,1,rooster,True,194930,A
344,5-194930-B-1.wav,5,1,rooster,True,194930,B
345,5-195710-A-10.wav,5,10,rain,True,195710,A
346,5-198321-A-10.wav,5,10,rain,True,198321,A
347,5-198411-A-20.wav,5,20,crying_baby,True,198411,A
348,5-198411-B-20.wav,5,20,crying_baby,True,198411,B
349,5-198411-C-20.wav,5,20,crying_baby,True,198411,C
350,5-198411-D-20.wav,5,20,crying_baby,True,198411,D
351,5-198411-E-20.wav,5,20,crying_baby,True,198411,E
352,5-198411-F-20.wav,5,20,crying_baby,True,198411,F
353,5-198411-G-20.wav,5,20,crying_baby,True,198411,G
354,5-200334-A-1.wav,5,1,rooster,True,200334,A
355,5-200334-B-1.wav,5,1,rooster,True,200334,B
356,5-200339-A-1.wav,5,1,rooster,True,200339,A
357,5-200461-A-11.wav,5,11,sea_waves,True,200461,A
358,5-200461-B-11.wav,5,11,sea_waves,True,200461,B
359,5-201194-A-38.wav,5,38,clock_tick,True,201194,A
360,5-201274-A-21.wav,5,21,sneezing,True,201274,A
361,5-202220-A-21.wav,5,21,sneezing,True,202220,A
362,5-202898-A-10.wav,5,10,rain,True,202898,A
363,5-203128-A-0.wav,5,0,dog,True,203128,A
364,5-203128-B-0.wav,5,0,dog,True,203128,B
365,5-203739-A-10.wav,5,10,rain,True,203739,A
366,5-205898-A-40.wav,5,40,helicopter,True,205898,A
367,5-208030-A-0.wav,5,0,dog,True,208030,A
368,5-208624-A-38.wav,5,38,clock_tick,True,208624,A
369,5-208810-A-11.wav,5,11,sea_waves,True,208810,A
370,5-208810-B-11.wav,5,11,sea_waves,True,208810,B
371,5-209698-A-38.wav,5,38,clock_tick,True,209698,A
372,5-209833-A-38.wav,5,38,clock_tick,True,209833,A
373,5-210571-A-38.wav,5,38,clock_tick,True,210571,A
374,5-212181-A-38.wav,5,38,clock_tick,True,212181,A
375,5-212454-A-0.wav,5,0,dog,True,212454,A
376,5-213077-A-11.wav,5,11,sea_waves,True,213077,A
377,5-213802-A-12.wav,5,12,crackling_fire,True,213802,A
378,5-213855-A-0.wav,5,0,dog,True,213855,A
379,5-215658-A-12.wav,5,12,crackling_fire,True,215658,A
380,5-215658-B-12.wav,5,12,crackling_fire,True,215658,B
381,5-216370-A-41.wav,5,41,chainsaw,True,216370,A
382,5-216370-B-41.wav,5,41,chainsaw,True,216370,B
383,5-217158-A-0.wav,5,0,dog,True,217158,A
384,5-219342-A-38.wav,5,38,clock_tick,True,219342,A
385,5-219379-A-11.wav,5,11,sea_waves,True,219379,A
386,5-219379-B-11.wav,5,11,sea_waves,True,219379,B
387,5-219379-C-11.wav,5,11,sea_waves,True,219379,C
388,5-220026-A-21.wav,5,21,sneezing,True,220026,A
389,5-220027-A-21.wav,5,21,sneezing,True,220027,A
390,5-220955-A-40.wav,5,40,helicopter,True,220955,A
391,5-221518-A-21.wav,5,21,sneezing,True,221518,A
392,5-221593-A-21.wav,5,21,sneezing,True,221593,A
393,5-222524-A-41.wav,5,41,chainsaw,True,222524,A
394,5-231762-A-0.wav,5,0,dog,True,231762,A
395,5-233160-A-1.wav,5,1,rooster,True,233160,A
396,5-234879-A-1.wav,5,1,rooster,True,234879,A
397,5-234879-B-1.wav,5,1,rooster,True,234879,B
398,5-235671-A-38.wav,5,38,clock_tick,True,235671,A
399,5-9032-A-0.wav,5,0,dog,True,9032,A
